Symbol,Date,Open,High,Low,Close,Percent Change,Volume
NIMB,12/02/2025,213.9,215,209.9,210.2,0.10%,"1,06,648.00"
NIMB,11/02/2025,209,214,209,210,-0.10%,"89,489.00"
NIMB,10/02/2025,207,213,207,210.2,-0.38%,"87,919.00"
NIMB,09/02/2025,211.8,213,209.1,211,-0.38%,"74,178.00"
NIMB,06/02/2025,214.9,214.9,210.1,211.8,-0.56%,"80,046.00"
NIMB,05/02/2025,213,215.9,210.5,213,0.00%,"71,186.00"
NIMB,04/02/2025,218.8,219.8,213,213,-1.16%,"1,34,633.00"
NIMB,03/02/2025,213.5,219.9,213.5,215.5,0.94%,"1,36,331.00"
NIMB,02/02/2025,208,214.6,208,213.5,2.40%,"1,79,177.00"
NIMB,28/01/2025,206.1,209.4,206.1,208.5,0.24%,"99,192.00"
NIMB,27/01/2025,204,212.1,204,208,0.00%,"52,532.00"
NIMB,26/01/2025,207,214.3,207,208,-1.42%,"81,668.00"
NIMB,23/01/2025,214,214.9,210,211,-0.28%,"77,298.00"
NIMB,22/01/2025,209,213.6,208.3,211.6,1.49%,"93,954.00"
NIMB,21/01/2025,210,211,207,208.5,0.72%,"84,172.00"
NIMB,20/01/2025,209.9,214,206.8,207,0.58%,"1,94,243.00"
NIMB,19/01/2025,210.1,210.1,204,205.8,-0.10%,"79,863.00"
NIMB,16/01/2025,213.5,213.5,205,206,-2.14%,"1,39,566.00"
NIMB,15/01/2025,208.1,211.8,208.1,210.5,-0.19%,"86,540.00"
NIMB,13/01/2025,215.9,215.9,210,210.9,-1.08%,"1,41,204.00"
NIMB,12/01/2025,216,216.2,213,213.2,-1.30%,"55,315.00"
NIMB,09/01/2025,216,219.8,215.1,216,-0.14%,"1,02,649.00"
NIMB,08/01/2025,221.9,221.9,216,216.3,-0.60%,"68,556.00"
NIMB,07/01/2025,222.3,222.3,216.5,217.6,-0.18%,"63,648.00"
NIMB,06/01/2025,213,219.2,213,218,0.93%,"48,724.00"
NIMB,05/01/2025,219,219,215,216,-0.46%,"1,06,701.00"
NIMB,02/01/2025,220,220.9,215.3,217,-0.05%,"87,635.00"
NIMB,01/01/2025,221,222.5,216.9,217.1,-0.87%,"74,573.00"
NIMB,31/12/2024,221,222,215,219,-0.90%,"1,44,765.00"
NIMB,29/12/2024,230.2,230.2,221,221,-2.08%,"1,04,775.00"
NIMB,26/12/2024,222.6,236,215,225.7,3.11%,"2,72,941.00"
NIMB,24/12/2024,218,218.9,213.6,218.9,1.96%,"1,09,556.00"
NIMB,23/12/2024,211.3,216,211.3,214.7,0.80%,"72,639.00"
NIMB,22/12/2024,212.2,218,212.2,213,-1.62%,"1,26,245.00"
NIMB,19/12/2024,218,220,216,216.5,-0.92%,"65,812.00"
NIMB,18/12/2024,222.9,222.9,218,218.5,-0.23%,"60,246.00"
NIMB,17/12/2024,219.8,221.5,218,219,0.27%,"91,821.00"
NIMB,16/12/2024,220,222,217,218.4,-1.22%,"1,14,205.00"
NIMB,12/12/2024,231.5,231.5,221,221.1,-2.60%,"1,08,790.00"
NIMB,11/12/2024,217.9,229.2,215,227,4.18%,"1,60,338.00"
NIMB,10/12/2024,217,219,215.1,217.9,0.41%,"65,972.00"
NIMB,09/12/2024,220.9,220.9,216,217,-0.50%,"1,16,805.00"
NIMB,08/12/2024,220,224,218,218.1,-2.11%,"1,62,123.00"
NIMB,05/12/2024,225,225,222,222.8,-0.98%,"90,104.00"
NIMB,04/12/2024,221,228.4,221,225,-0.04%,"79,103.00"
NIMB,03/12/2024,229,229,223.6,225.1,-0.18%,"93,942.00"
NIMB,02/12/2024,231.5,231.5,225,225.5,-0.66%,"1,24,606.00"
NIMB,01/12/2024,235.6,235.6,225.7,227,-1.73%,"1,51,845.00"
NIMB,28/11/2024,234.9,235,230,231,-0.82%,"1,05,974.00"
NIMB,27/11/2024,235,236,231.2,232.9,-0.17%,"1,31,049.00"
NIMB,26/11/2024,232.4,233.5,227,233.3,2.37%,"77,984.00"
NIMB,25/11/2024,231.5,232.5,222.8,227.9,0.40%,"97,556.00"
NIMB,24/11/2024,234.3,234.3,226.6,227,-1.22%,"1,24,290.00"
NIMB,21/11/2024,230.3,232.9,229,229.8,-1.16%,"1,16,477.00"
NIMB,20/11/2024,230.2,234,230,232.5,-0.21%,"94,316.00"
NIMB,19/11/2024,237,238,232,233,-1.31%,"1,30,390.00"
NIMB,17/11/2024,240,244.5,236,236.1,0.13%,"1,19,460.00"
NIMB,14/11/2024,238,238,234.2,235.8,0.30%,"1,20,192.00"
NIMB,13/11/2024,238.5,240.9,235,235.1,-1.43%,"91,949.00"
NIMB,12/11/2024,242,245,238.5,238.5,-1.45%,"1,27,125.00"
NIMB,11/11/2024,241.8,245.9,238.2,242,1.68%,"2,12,486.00"
NIMB,10/11/2024,234,240,234,238,1.97%,"1,63,103.00"
NIMB,06/11/2024,233.4,239.5,230.6,233.4,0.09%,"67,276.00"
NIMB,05/11/2024,240,244.8,232.3,233.2,-1.19%,"98,181.00"
NIMB,30/10/2024,240,242,235.3,236,-1.63%,"97,295.00"
NIMB,29/10/2024,240,244.8,235.5,239.9,1.65%,"1,45,052.00"
NIMB,28/10/2024,237,237,232,236,1.55%,"1,49,584.00"
NIMB,27/10/2024,236,239,231.5,232.4,-1.53%,"1,01,645.00"
NIMB,24/10/2024,245.9,245.9,233.3,236,-2.44%,"1,57,339.00"
NIMB,23/10/2024,253,256,240,241.9,-3.63%,"2,85,813.00"
NIMB,22/10/2024,248.1,253.6,246.1,251,0.92%,"1,43,147.00"
NIMB,21/10/2024,258.6,258.6,248.2,248.7,-1.93%,"2,88,479.00"
NIMB,20/10/2024,253,262.9,246,253.6,-0.98%,"4,41,708.00"
NIMB,17/10/2024,254,264.9,253,256.1,0.83%,"4,09,538.00"
NIMB,16/10/2024,250,257,247.1,254,2.96%,"2,27,412.00"
NIMB,15/10/2024,245,248.6,241.1,246.7,2.37%,"99,684.00"
NIMB,09/10/2024,241,243,238.1,241,0.17%,"84,218.00"
NIMB,08/10/2024,245,247.9,240.3,240.6,-1.80%,"91,492.00"
NIMB,07/10/2024,240,246,240,245,2.30%,"2,48,821.00"
NIMB,06/10/2024,234,239.5,232,239.5,2.79%,"2,08,583.00"
NIMB,02/10/2024,230,238,230,233,-0.60%,"2,05,891.00"
NIMB,01/10/2024,226,236,226,234.4,3.72%,"2,01,486.00"
NIMB,30/09/2024,223.7,228.2,221.2,226,0.98%,"1,20,650.00"
NIMB,29/09/2024,224,225,219,223.8,0.36%,"1,08,683.00"
NIMB,26/09/2024,225,228,221.1,223,-0.89%,"93,504.00"
NIMB,25/09/2024,219,225,215.9,225,4.17%,"1,82,441.00"
